# KazTransNet Geofeed
# This feed is encoded in RFC 8805 format.
#  prefix,country_code,region_code,city,postal
# This data feed provides approximate geo locations for a subset of
# KazTransNet IP space, and the data included in this feed may be used only
# for improving the accuracy of Geo:IP lookups 

38.210.16.0/22,KZ,KZ-KAR,Karaganda,100000
62.108.35.0/24,KZ,KZ-KAR,Karaganda,100000
62.108.37.0/24,KZ,KZ-KAR,Karaganda,100000
62.108.40.0/24,KZ,KZ-KAR,Karaganda,100000
